YEAR_RECORD|STATE_CODE|ROUTE_ID|BEGIN_POINT|END_POINT|SECTION_LENGTH|SAMPLE_ID
2010|41|00900I00|345.54|348.83|3.29|1000934783
2010|41|01100I00|3.56|13.56|10|110000003560
2010|41|01200I00|0|.1|.1|1001200000
2010|41|01500D00|1.12|1.22|.1|1001500112
2010|41|01500I00|1.12|1.22|.1|1001500113
2010|41|01500I00|1.5|1.6|.1|1001500150
2010|41|01500I00|9.73|10.33|.6|1001500973
2010|41|01500I00|28.62|34.94|6.32|1001503350
2010|41|01600I00|34.86|39.84|4.98|1001603730
2010|41|01700I00|17.49|18.16|.67|1001701749
2010|41|01800I00|75.3|76.68|1.38|1001807530
2010|41|01800I00|83.34|86.45|3.11|1001808334
2010|41|01900I00|16.86|18.21|1.35|1001901686
2010|41|01900I00|126.11|135.53|9.42|1001912611
2010|41|01900I00|145.06|148.65|3.59|1001914540
2010|41|01900I00|148.65|157.73|9.08|1001914865
2010|41|02000I00|4.5|4.6|.1|1002000450
2010|41|02200I00|.05|.41|.36|10002200005
2010|41|02200I00|.89|1.24|.35|1002200089
2010|41|02600I00|17.57|18.25|.68|1002601757
2010|41|02600I00|19.81|20.81|1|1002601981
2010|41|02600I00|44.79|45.79|1|1002604479
2010|41|02800I00|6.68|10.07|3.39|280000006850
2010|41|02800I00|64.25|71.55|7.3|280000063960
2010|41|02800I00|116.62|120.18|3.56|1002811532
2010|41|02900I00|17.88|19.18|1.3|1002901788
2010|41|03000I00|24.08|24.91|.83|1003002409
2010|41|03300I00|53.49|53.61|.12|1003305349
2010|41|033AII00|54.08|54.2|.12|23203000008
2010|41|03500I00|73.9|74.46|.56|1003507390
2010|41|03600I00|30.03|30.68|.65|1003603003
2010|41|03700I00|27.8|28.8|1|1003702780
2010|41|04200I00|.03|1.89|1.86|1004200003
2010|41|04200I00|14.91|16.9|1.99|1004201491
2010|41|04200I00|18.11|18.32|.21|1004201811
2010|41|04200I00|34.6|40.3|5.7|1004203500
2010|41|04300I00|0|.3|.3|1004300000
2010|41|04700I00|53.7|54.7|1|1004705370
2010|41|04700I00|58.7|61.04|2.34|1004705900
2010|41|04700I00|62.34|64.29|1.95|1004706247
2010|41|04700I00|64.29|65.79|1.5|1004706405
2010|41|04700I00|71.17|71.41|.24|1004707195
2010|41|04700I00|72.18|72.42|.24|1004707235
2010|41|04800I00|10.08|10.21|.13|1004801030
2010|41|04900I00|.02|5.27|5.25|1004900000
2010|41|04900I00|5.36|10.12|4.76|1004900700
2010|41|06100I00|.99|1.17|.18|000I40500099
2010|41|06200I00|15.99|18.99|3|1006201465
2010|41|06400I00|3.16|5.13|1.97|000I20500316
2010|41|06400I00|16.57|16.83|.26|000I20530451
2010|41|06400I00|20.63|21.48|.85|0I2050002063
2010|41|06700I00|.59|1.15|.56|1006700059
2010|41|06900I00|4.24|5.62|1.38|1006900429
2010|41|07000I00|0|.41|.41|000I08200000
2010|41|07000I00|7.77|9.78|2.01|000I08200777
2010|41|07000I00|9.78|11.01|1.23|000I08200978
2010|41|07200D00|5.47|5.65|.18|243170500079
2010|41|08100I00|1.48|1.58|.1|1008100148
2010|41|08100I00|3.17|4.3|1.13|1008100318
2010|41|09100I00|7.61|7.8|.19|1009100761
2010|41|09100I00|15.23|16.67|1.44|1009101566
2010|41|09100I00|19.86|20.7|.84|1009101986
2010|41|09100I00|23.04|23.14|.1|1009102304
2010|41|09100I00|34.83|35.01|.18|910000034880
2010|41|09100I00|87.53|87.71|.18|1009108753
2010|41|09200I00|61.73|62.73|1|1009206173
2010|41|10200I00|80.83|82.03|1.2|1010208083
2010|41|10200I00|82.03|82.85|.82|1010208120
2010|41|10200I00|90.3|90.64|.34|343517500000
2010|41|14400I00|3.79|4.27|.48|1014400379
2010|41|14400I00|7.06|7.52|.46|1014400706
2010|41|15000I00|10.98|12.46|1.48|1015001098
2010|41|15100I00|.49|1.76|1.27|1015100113
2010|41|16000I00|.48|2.98|2.5|160000001650
2010|41|16200I00|1.17|1.42|.25|1016200129
2010|41|16200I00|34.61|38.48|3.87|1016203461
2010|41|17100I00|2.13|2.69|.56|1017100213
2010|41|17100I00|30.02|30.92|.9|10017102519
2010|41|18900I00|0|.1|.1|1018900000
2010|41|21000I00|5.36|7.03|1.67|1021000536
2010|41|22600I00|.55|.99|.44|2260000550
2010|41|22700I00|3.48|4.67|1.19|1022700351
2010|41|227ABI00|.96|1.37|.41|203133500000
2010|41|227AUI00|6.1|6.32|.22|227AU0006100
2010|41|23100I00|.19|1.66|1.47|1023100000
2010|41|23100I00|2.5|6.22|3.72|231000004290
2010|41|23100I00|11.41|13.29|1.88|1023101138
2010|41|26000I00|17.88|18.75|.87|10260001112
2010|41|27200I00|11.83|13.62|1.79|1027201347
2010|41|27200I00|31.09|31.63|.54|1027203109
2010|41|30000I00|.86|6.55|5.69|300000005180
2010|41|30000I00|82.36|83.2|.84|300000082580
2010|41|33300I00|6.05|6.81|.76|X01033300605
2010|41|43100I00|28.21|38|9.79|1043102821
2010|41|44200I00|16.74|22.29|5.55|1044201873
2010|41|45000I00|6.52|7.96|1.44|1045000652
2010|41|45500I00|19.65|21.61|1.96|455000021310
2010|41|00100I00|43.77|45.4|1.63|000I00504377
2010|41|00100I00|60.92|61.45|.53|000I00506092
2010|41|00100I00|61.45|66.28|4.83|000I00506145
2010|41|00100I00|66.58|67.11|.53|000I00506658
2010|41|00100I00|67.11|71.49|4.38|000I00506711
2010|41|00100I00|81|81.45|.45|000I00508083
2010|41|00100I00|110.36|112.13|1.77|000I00511036
2010|41|00100I00|134.72|135.14|.42|000I00513483
2010|41|00100I00|135.14|136.2|1.06|000I00513514
2010|41|00100I00|159.28|160.14|.86|000I00515928
2010|41|00100I00|162.14|162.39|.25|000I00516214
2010|41|00100I00|172.71|174.73|2.02|000I00517155
2010|41|00100I00|182.83|186.17|3.34|000I00518283
2010|41|00100I00|191.89|192.27|.38|000I00519189
2010|41|00100I00|192.87|193.48|.61|000I00519286
2010|41|00100I00|195.45|195.8|.35|000I00519545
2010|41|00100I00|199.15|200.15|1|000I00519915
2010|41|00100I00|209.06|216.57|7.51|000I00520906
2010|41|00100I00|235.67|237.67|2|000I00523567
2010|41|00100I00|242.13|243.53|1.4|000I00524213
2010|41|00100I00|244.46|244.68|.22|000I00524446
2010|41|00100I00|249.5|250.13|.63|000I00524950
2010|41|00100I00|253.88|256.14|2.26|000I00525388
2010|41|00100I00|278.32|278.67|.35|000I00527832
2010|41|00100I00|278.67|280.81|2.14|000I00527867
2010|41|00100I00|288.51|289.17|.66|000I00528851
2010|41|00100I00|290.48|291.27|.79|000I00529048
2010|41|00100I00|292.77|292.91|.14|000I00529277
2010|41|00100I00|293.13|293.32|.19|000I00529313
2010|41|00100I00|301.7|301.92|.22|000I00530170
2010|41|00100I00|303.71|303.88|.17|000I00530371
2010|41|00100I00|306.68|307.45|.77|000I00530668
2010|41|001BEI00|27.43|27.73|.3|00101BE02756
2010|41|00200I00|2.17|2.35|.18|1000200217
2010|41|00200I00|5.72|6.18|.46|1000200582
2010|41|00200I00|9.7|10.07|.37|000I08400970
2010|41|00200I00|36.63|37.65|1.02|000I08403663
2010|41|00200I00|43.42|43.76|.34|000I08404342
2010|41|00200I00|50.99|56.04|5.05|000I08405099
2010|41|00200I00|71|76.62|5.62|000I08407100
2010|41|00200I00|83.39|83.55|.16|000I08407471
2010|41|00200I00|83.55|84.15|.6|000I08408355
2010|41|00200I00|110.97|114.23|3.26|000I08410229
2010|41|00200I00|114.55|123.31|8.76|000I08410587
2010|41|00200I00|129.04|129.3|.26|000I08412036
2010|41|00200I00|129.43|130.87|1.44|000I08412943
2010|41|00400I00|57.93|67.17|9.24|1000405793
2010|41|00400I00|145.48|146.48|1|1000414548
2010|41|00500I00|15.41|16.83|1.42|1000501540
2010|41|00500I00|28.88|34.81|5.93|1000502888
2010|41|00500I00|49.41|52.06|2.65|1000505050
2010|41|00500I00|181.97|183.21|1.24|1000518197
2010|41|00500I00|254.6|259.38|4.78|500000257280
2010|41|00600I00|217.74|218|.26|000I08421774
2010|41|00600I00|228.94|229.67|.73|000I08422894
2010|41|00600I00|276.07|278.64|2.57|000I08427607
2010|41|00600I00|297.11|298.68|1.57|000I08428843
2010|41|00600I00|313.42|317.59|4.17|000I08431342
2010|41|00600I00|327.15|327.43|.28|000I08432715
2010|41|00600I00|362.15|368.16|6.01|000I08436215
2010|41|00700I00|69.25|79.25|10|1000706925
2010|41|00700I00|101.11|104.62|3.51|1000710111
2010|41|00700I00|251.11|254.19|3.08|700000252250
2010|41|00900I00|115.6|115.7|.1|1000911560
2010|41|00900I00|137.54|137.64|.1|1000913754
2010|41|00900I00|139.28|139.38|.1|1000913928
2010|41|00900I00|206.81|208.38|1.57|1000920657
2010|41|00900I00|314.05|315.75|1.7|1000931405
2010|41|00900I00|330.29|331.07|.78|1000933029
2010|41|01000I00|47.58|54.61|7.03|1001004758
2010|41|01100I00|18.47|24.74|6.27|110000025340
2010|41|01100I00|24.8|28.47|3.67|110000025340
2010|41|01600I00|39.84|46.12|6.28|160000039850
2010|41|02500I00|.06|.16|.1|1002500006
2010|41|02600I00|54.42|55.42|1|1002605442
2010|41|02600I00|63.97|69.2|5.23|1002606820
2010|41|02800I00|17.06|22.52|5.46|280000018360
2010|41|02800I00|50.94|55.61|4.67|280000051210
2010|41|02800I00|94.75|97.18|2.43|X01000929700
2010|41|02800I00|98.3|98.82|.52|X01000929700
2010|41|03000I00|20.75|21.19|.44|1003002075
2010|41|03000I00|23.67|24.08|.41|1003002408
2010|41|03000I00|25.74|25.9|.16|1003002574
2010|41|03300I00|22.6|28.23|5.63|1003302260
2010|41|03300I00|31.14|34.35|3.21|1003303180
2010|41|03700I00|20.46|21.46|1|1003702046
2010|41|04100I00|45.49|50.03|4.54|410000048590
2010|41|04200I00|56.53|62.76|6.23|1004205604
2010|41|04500I00|4.11|5.78|1.67|1004500505
2010|41|04700I00|24|26.11|2.11|1004702456
2010|41|04700I00|41.2|42.2|1|1004704120
2010|41|04700I00|55.19|57.16|1.97|1004705519
2010|41|04700I00|70.92|71.17|.25|1004707092
2010|41|05200I00|.23|3.43|3.2|1005200023
2010|41|05200I00|76.63|76.77|.14|1005207458
2010|41|05300I00|69.32|70.45|1.13|1005306927
2010|41|05300I00|72|81.87|9.87|1005307822
2010|41|05300I00|106.99|110.75|3.76|1005310657
2010|41|06100I00|.34|.76|.42|000I40530011
2010|41|06100I00|3.52|4.21|.69|000I40530316
2010|41|06400I00|10.24|11.05|.81|000I20501024
2010|41|06400I00|14.58|16.2|1.62|000I20501458
2010|41|06400I00|20.31|20.63|.32|0I2050020450
2010|41|06400I00|24.63|24.88|.25|0I2050024630
2010|41|06600I00|11.29|14.88|3.59|1006601062
2010|41|06600I00|52.04|52.23|.19|1006605204
2010|41|06700I00|0|.26|.26|1006700000
2010|41|06900I00|10.05|11.66|1.61|1006901005
2010|41|07000I00|1|1.65|.65|000I08200100
2010|41|07000I00|1.65|1.85|.2|000I08200165
2010|41|07000I00|4.83|7.77|2.94|000I08200483
2010|41|07100I00|49.51|49.99|.48|1001304951
2010|41|07200I00|2.24|2.61|.37|7200224
2010|41|07200I00|4.36|4.52|.16|243170500180
2010|41|07200I00|7.14|7.52|.38|720007160
2010|41|08100I00|-5.75|-5.14|.61|0010081X0577
2010|41|08100I00|1.31|1.48|.17|1008100131
2010|41|08100I00|13|13.44|.44|1008101304
2010|41|09100D00|82.64|83.2|.56|1009108272
2010|41|09100D00|83.42|83.56|.14|1009108346
2010|41|09100I00|27.13|28.13|1|1009102713
2010|41|09100I00|59.14|60.14|1|1009105911
2010|41|09100I00|64.1|64.85|.75|1009106379
2010|41|09100I00|81.95|82.49|.54|10091082
2010|41|09100I00|125.48|125.81|.33|1009112548
2010|41|09200I00|46.8|46.97|.17|1009204680
2010|41|09200I00|46.97|47.2|.23|1009204697
2010|41|09200I00|47.2|47.34|.14|10092047
2010|41|09200I00|75.01|76.63|1.62|1009207498
2010|41|09200I00|95.12|95.22|.1|1009209512
2010|41|10200I00|2.14|2.64|.5|1010200214
2010|41|13800I00|3.88|4.7|.82|104006100368
2010|41|16100I00|26.41|27.04|.63|1016102641
2010|41|16100I00|27.15|28.77|1.62|1016102641
2010|41|16200I00|11.8|12.8|1|1016201180
2010|41|16200I00|39.63|43.73|4.1|1016204270
2010|41|16200I00|56.17|60.79|4.62|1016205454
2010|41|17100I00|4.07|4.36|.29|1017100382
2010|41|17300I00|3.76|5.49|1.73|1017300054
2010|41|18100I00|24.26|30.48|6.22|1018102668
2010|41|19100I00|14.66|16.79|2.13|1019101466
2010|41|21000I00|10.49|10.92|.43|1021000991
2010|41|21500I00|13.02|18.83|5.81|1021501302
2010|41|22600I00|13.75|14.07|.32|1022601379
2010|41|26000I00|12.99|17.78|4.79|10260001112
2010|41|01600I00|57|66.6|9.6|1001605700
2010|41|01700I00|19.49|19.66|.17|1017001949
2010|41|01800I00|64.27|69.41|5.14|1001806427
2010|41|02000I00|35.87|42.62|6.75|1002004068
2010|41|02100I00|1.28|1.38|.1|1002100126
2010|41|02100I00|1.56|1.66|.1|1002100154
2010|41|02100I00|4.53|5.53|1|1002100453
2010|41|02100I00|43.37|44.01|.64|1002104337
2010|41|02500I00|38.12|41.69|3.57|1002503812
2010|41|02700I00|15.95|20.11|4.16|270000015950
2010|41|02700I00|33.05|38.11|5.06|1002703480
2010|41|02800I00|.08|.22|.14|280000090
2010|41|02800I00|81.04|85.15|4.11|280000080030
2010|41|03100I00|.1|.15|.05|1003100010
2010|41|03500I00|13.22|14.22|1|1003501322
2010|41|03800I00|13.22|19.23|6.01|10038001322
2010|41|03900I00|10.27|11.27|1|1003901027
2010|41|04100I00|20.99|22.75|1.76|1004102099
2010|41|04100I00|73.52|75.01|1.49|1004106679
2010|41|04200I00|18.88|26.15|7.27|1004201888
2010|41|04200I00|27.93|34.39|6.46|1004202793
2010|41|04500I00|18.7|22.75|4.05|1004501910
2010|41|04700I00|37.51|38.51|1|1004703751
2010|41|04700I00|61.04|62.34|1.3|1004706168
2010|41|04700I00|68.34|69.19|.85|1004706811
2010|41|04700I00|70.22|70.7|.48|1004707022
2010|41|04800I00|2.19|5.29|3.1|1004800257
2010|41|04800I00|17.72|21.15|3.43|1004801772
2010|41|04800I00|40.38|49.26|8.88|480000043200
2010|41|04900I00|10.12|15.88|5.76|490000012090
2010|41|04900I00|81.39|90.02|8.63|1004908139
2010|41|05100I00|1.47|2.47|1|1005100147
2010|41|05800I00|7.57|8.57|1|1005800758
2010|41|06100I00|.76|.99|.23|000I40500076
2010|41|06100I00|3.12|3.52|.4|000I40530276
2010|41|06200I00|34.95|34.96|.01|1006203260
2010|41|06300I00|19|19.19|.19|1006301900
2010|41|06300I00|22.52|23.65|1.13|1006302252
2010|41|06400I00|9.31|10.24|.93|000I20529725
2010|41|06400I00|12.67|13.11|.44|000I20501267
2010|41|06400I00|16.2|16.57|.37|000I20501620
2010|41|06400I00|19.01|20.31|1.3|0I2050019010
2010|41|06600I00|1.65|1.75|.1|1006600165
2010|41|06600I00|52.23|52.63|.4|1006605262
2010|41|06700I00|5.02|6.02|1|1006700500
2010|41|06900I00|0|.7|.7|1006900000
2010|41|06900I00|9.3|10.05|.75|1006900947
2010|41|07200I00|2.61|3.34|.73|7200261
2010|41|07200I00|6.77|7.14|.37|1007200677
2010|41|07200I00|7.92|8.26|.34|1007200792
2010|41|09100D00|84.07|84.28|.21|1009108414
2010|41|09100I00|84.49|84.83|.34|1009108449
2010|41|09100I00|104.36|105.36|1|1009110432
2010|41|092AUI00|48.74|48.92|.18|92C000048740
2010|41|105AAI00|.87|1.34|.47|105AA0000087
2010|41|13800I00|73.67|81|7.33|104006107357
2010|41|14000I00|10.13|11.13|1|140000010130
2010|41|14400I00|2.48|3.02|.54|1014400248
2010|41|14400I00|4.27|4.95|.68|1014400427
2010|41|15000I00|17.78|17.88|.1|1015001778
2010|41|15000I00|18.69|18.79|.1|1015001872
2010|41|16200I00|47.71|50.94|3.23|1016204974
2010|41|17100I00|.23|.68|.45|1017100023
2010|41|17100I00|2.69|3.2|.51|1017100269
2010|41|17100I00|3.96|4.07|.11|1017100396
2010|41|18100I00|5.89|11.64|5.75|10181000589
2010|41|18100I00|11.74|13.65|1.91|10181000589
2010|41|19100I00|2.94|3.04|.1|1019100294
2010|41|19400I00|2.41|4.71|2.3|1019400241
2010|41|19400I00|6.23|6.8|.57|1019400621
2010|41|20000I00|10.08|11.64|1.56|1020001006
2010|41|21000I00|-.1|0|.1|0010210X0010
2010|41|21100I00|10.98|17.02|6.04|211000016020
2010|41|22700I00|.46|.89|.43|000I10519695
2010|41|22700I00|.89|1.96|1.07|000I10519554
2010|41|22700I00|1.96|3.48|1.52|000I10519421
2010|41|27000I00|0|2.29|2.29|1027000000
2010|41|27000I00|3.59|6.12|2.53|1027000359
2010|41|27000I00|8.45|12.48|4.03|1027000845
2010|41|27000I00|67.22|68.17|.95|1027006722
2010|41|27200I00|24.12|25.12|1|1027202412
2010|41|27200I00|33.58|33.8|.22|1027203358
2010|41|28100I00|17.16|18.2|1.04|1028101726
2010|41|33300I00|8.71|9.34|.63|1033300871
2010|41|39000I00|0|5.55|5.55|1039000000
2010|41|39000I00|14.62|23.33|8.71|10390001462
2010|41|44000I00|0|2.03|2.03|1044000000
2010|41|44000I00|28.88|38.36|9.48|1044002888
2010|41|44200I00|6.6|16.74|10.14|1044200660
2010|41|45500I00|6.55|10.62|4.07|1045500903
2010|41|45500I00|27.26|27.77|.51|1045502733
2010|41|00100I00|11.44|11.59|.15|000I00501145
2010|41|00100I00|19.1|21.2|2.1|000I00501910
2010|41|00100I00|21.2|23.19|1.99|000I00502120
2010|41|00100I00|26.09|27.27|1.18|000I00502609
2010|41|00100I00|40.83|43.31|2.48|000I00504083
2010|41|00100I00|43.31|43.77|.46|000I00504331
2010|41|00100I00|49.1|52.19|3.09|000I00504910
2010|41|00100I00|87.36|88.12|.76|000I00508736
2010|41|00100I00|90.22|95.82|5.6|000I00509022
2010|41|00100I00|99.13|99.53|.4|000I00509913
2010|41|00100I00|106.71|108|1.29|000I00510671
2010|41|00100I00|108|108.42|.42|000I00510800
2010|41|00100I00|120.6|121.18|.58|000I00512060
2010|41|00100I00|124.9|125.08|.18|000I00512490
2010|41|00100I00|125.08|125.24|.16|000I00512508
2010|41|00100I00|127.04|128.77|1.73|000I00512681
2010|41|00100I00|136.2|136.48|.28|000I00513620
2010|41|00100I00|136.66|137.15|.49|000I00513666
2010|41|00100I00|141.9|142.18|.28|000I00514190
2010|41|00100I00|160.14|161.71|1.57|000I00516014
2010|41|00100I00|162.39|162.99|.6|000I00516239
2010|41|00100I00|176.76|182.83|6.07|000I00517676
2010|41|00100I00|188.01|188.34|.33|000I00518785
2010|41|00100I00|188.34|188.95|.61|000I00518834
2010|41|00100I00|189.07|189.2|.13|000I00518907
2010|41|00100I00|192.52|192.87|.35|000I00519252
2010|41|00100I00|193.48|193.94|.46|000I00519348
2010|41|00100I00|193.94|195.45|1.51|000I00519394
2010|41|00100I00|228.09|230.09|2|000I00522809
2010|41|00100I00|230.09|231.55|1.46|000I00523009
2010|41|00100I00|238.61|239.67|1.06|000I00523829
2010|41|00100I00|239.67|240.2|.53|000I00523967
2010|41|00100I00|250.13|251.53|1.4|000I00525013
2010|41|00100I00|251.53|253.88|2.35|000I00525153
2010|41|00100I00|256.14|258.34|2.2|000I00525614
2010|41|00100I00|262.4|263.49|1.09|000I00526103
2010|41|00100I00|276.18|276.88|.7|000I00527618
2010|41|00100I00|276.88|277.71|.83|000I00527688
2010|41|00100I00|283.88|285.88|2|000I00528388
2010|41|00100I00|295.04|295.53|.49|000I00529504
2010|41|00100I00|299.56|300.28|.72|000I00529956
2010|41|00100I00|302.91|303.47|.56|000I00530291
2010|41|00100I00|304.93|305.44|.51|000I00530493
2010|41|00200I00|5.52|5.72|.2|1000200552
2010|41|00200I00|13.03|13.33|.3|000I08401303
2010|41|00200I00|31.39|35.15|3.76|000I08403177
2010|41|00200I00|36.44|36.63|.19|000I08403644
2010|41|00200I00|62.06|63.92|1.86|000I08406206
2010|41|00200I00|84.15|85.22|1.07|000I08408415
2010|41|00200I00|99.85|104.56|4.71|000I08409117
2010|41|00200I00|104.56|108.94|4.38|000I08410456
2010|41|00200I00|123.31|123.93|.62|000I08412331
2010|41|00200I00|151.75|158.37|6.62|000I08415175
2010|41|00200I00|165.76|166.23|.47|000I08416576
2010|41|00200I00|167.58|174.76|7.18|1000216758
2010|41|00300I00|6.7|7.39|.69|1000300713
2010|41|00400I00|199.06|200.38|1.32|X01000419906
2010|41|00400I00|282.87|291|8.13|1000428287
2010|41|00500I00|3.95|7.18|3.23|1000500398
2010|41|00500I00|49.29|49.41|.12|1000504532
2010|41|00500I00|57.57|58.21|.64|1000505757
2010|41|00500I00|199.61|203.02|3.41|500000201510
2010|41|00600I00|171.13|177.36|6.23|000I08417113
2010|41|00600I00|180.4|182.86|2.46|000I08418040
2010|41|00600I00|182.86|188.04|5.18|000I08418286
2010|41|00600I00|202.87|203.65|.78|000I08420287
2010|41|00600I00|218|224.36|6.36|000I08420905
2010|41|00600I00|226.76|228.94|2.18|000I08421808
2010|41|00600I00|252.83|253.41|.58|000I08424394
2010|41|00600I00|253.41|256.29|2.88|000I08425341
2010|41|00600I00|256.29|257.46|1.17|000I08425629
2010|41|00600I00|262.95|265.01|2.06|000I08425366
2010|41|00600I00|331.38|335.76|4.38|000I08432270
2010|41|00600I00|342.12|342.6|.48|000I08434212
2010|41|00700D00|245.71|246.41|.7|1000724571
2010|41|00700I00|62|69.25|7.25|1000706200
2010|41|00700I00|104.62|115.58|10.96|1000710462
2010|41|00700I00|193.21|195.73|2.52|1000718927
2010|41|00700I00|202.7|205.6|2.9|1000719573
2010|41|00900I00|3.9|4|.1|900000003900
2010|41|00900I00|97.7|98.01|.31|1000909790
2010|41|00900I00|148.4|149.4|1|1000914840
2010|41|00900I00|190.23|190.33|.1|1000919032
2010|41|00900I00|222.78|223.78|1|1000922278
2010|41|00900I00|229.27|230.27|1|1000922927
2010|41|00900I00|239.63|239.93|.3|1000923948
2010|41|00900I00|287.87|289.13|1.26|1000928787
2010|41|01000I00|17.75|19.73|1.98|1001001775
2010|41|01000I00|29.63|33|3.37|1001003154
2010|41|01000I00|58.87|64.64|5.77|1001005887
2010|41|01500I00|-.06|.58|.64|0010015X0006
2010|41|01500I00|41.01|41.16|.15|1001504134
2010|41|01600I00|74.81|75.81|1|1001607481
2010|41|01800I00|.67|1.67|1|1001800067
2010|41|01800I00|48.98|51.61|2.63|1001804898
2010|41|01800I00|69.41|75.3|5.89|1001806947
2010|41|02200I00|6.03|6.33|.3|1002200603
2010|41|02200I00|47.21|57.22|10.01|220000050320
2010|41|02500I00|3.59|4.44|.85|1002500359
2010|41|02600I00|-.1|.25|.35|1002600000
2010|41|02600I00|24.92|25.28|.36|1002602492
2010|41|02600I00|28.76|30.43|1.67|1002602876
2010|41|02600I00|33.4|34.4|1|1002603340
2010|41|02600I00|76|80.59|4.59|260000078480
2010|41|02700I00|20.84|27.52|6.68|270000025180
2010|41|02700I00|40.97|42.99|2.02|1002704097
2010|41|02800I00|23.65|32.63|8.98|280000023640
2010|41|03000D00|25.44|25.71|.27|0010030W2544
2010|41|03000I00|22.83|23.67|.84|1003002308
2010|41|03200I00|23.84|24.97|1.13|320000023840
2010|41|03500I00|38.08|39.04|.96|1003503965
2010|41|03500I00|40.53|40.68|.15|1003503965
2010|41|03500I00|49.97|52.32|2.35|1003505132
2010|41|03500I00|62.01|64.04|2.03|1003506200
2010|41|03500I00|71.13|72.13|1|1003507113
2010|41|03800I00|3.17|3.73|.56|1003800317
2010|41|04100I00|19.4|19.5|.1|1004101940
2010|41|04800I00|5.29|10.08|4.79|1004800430
2010|41|04900I00|26.28|30.04|3.76|1004902647
2010|41|05000I00|5.82|12.36|6.54|1005000582
2010|41|05200I00|49.45|53.91|4.46|520000050200
2010|41|05400I00|.1|1.1|1|1005400008
2010|41|05400I00|11.39|12.39|1|1005401139
2010|41|06100I00|2.58|2.68|.1|000I40530222
2010|41|06200I00|26.53|32.44|5.91|1006202710
2010|41|06400I00|17.79|19.01|1.22|000I20530573
2010|41|06400I00|22.88|23.63|.75|0I2050022880
2010|41|06600I00|.33|1.23|.9|1006600033
2010|41|06600I00|2.19|2.29|.1|1006600219
2010|41|06600I00|10.47|11.25|.78|1006601062
2010|41|06900I00|1.28|2.32|1.04|1006900128
2010|41|06900I00|7.16|8.47|1.31|1006900716
2010|41|06900I00|8.47|9.3|.83|1006900847
2010|41|07000I00|.76|1|.24|000I08200076
2010|41|07100I00|49.99|50.83|.84|1001304543
2010|41|07200I00|0|.43|.43|7200000
2010|41|07200I00|1.54|2.24|.7|7200154
2010|41|07200I00|5.43|5.53|.1|243170500081
2010|41|08100I00|5.38|5.46|.08|1008100538
2010|41|08100I00|22.51|22.89|.38|1008102251
2010|41|08100I00|29.87|30.87|1|1008102996
2010|41|09100I00|12.66|14.67|2.01|910013320
2010|41|09100I00|47.52|48.52|1|1009104752
2010|41|09100I00|85.94|86.38|.44|1009108608
2010|41|09100I00|118.46|119.11|.65|1009111885
2010|41|09100I00|120.97|121.14|.17|1009112097
2010|41|09100I00|121.14|121.7|.56|1009112114
2010|41|14000I00|17.92|18.38|.46|1014001794
2010|41|14000I00|18.52|19.02|.5|X01014001852
2010|41|14000I00|22.19|23.46|1.27|1014002188
2010|41|14000I00|28.11|29.54|1.43|1014002854
2010|41|14000I00|37.87|37.97|.1|1014003787
2010|41|16000I00|0|.14|.14|1016000000
2010|41|16200I00|1.42|1.91|.49|1016200170
2010|41|16200I00|6.67|8.93|2.26|1016200667
2010|41|17100I00|.09|.23|.14|1017100009
2010|41|19100I00|2.13|2.55|.42|1019100213
2010|41|19100I00|4.28|4.83|.55|X01019100428
2010|41|19100I00|25.48|30.87|5.39|1019102987
2010|41|21000I00|.34|1.2|.86|1021000034
2010|41|21000I00|10.12|10.38|.26|1021000991
2010|41|22700I00|.22|.46|.24|000I10500018
2010|41|22700I00|6.09|7.19|1.1|1022700612
2010|41|22700I00|9.05|9.97|.92|1022700949
2010|41|22800I00|.36|.64|.28|1022800036
2010|41|27000I00|29.25|31.48|2.23|1027002811
2010|41|27000I00|32.25|33.81|1.56|1027003225
2010|41|27200I00|13.79|18|4.21|272000015270
2010|41|27300I00|7.62|12.42|4.8|10273000762
2010|41|30000I00|54.86|61.72|6.86|10300005486
2010|41|32100I00|14.78|19.36|4.58|321000018360
2010|41|37000I00|16.8|17.67|.87|1037001680
2010|41|44200I00|22.34|28.08|5.74|442000024030
2010|41|44200I00|48.25|51.83|3.58|442000050670
2010|41|45600I00|86.22|87.22|1|1045608622
2010|41|00100I00|14.96|16.6|1.64|000I00501496
2010|41|00100I00|18.72|19.1|.38|000I00501872
2010|41|00100I00|24.4|26.09|1.69|000I00502440
2010|41|00100I00|52.19|55.46|3.27|000I00505219
2010|41|00100I00|79.22|79.29|.07|000I00507922
2010|41|00100I00|80.33|80.83|.5|000I00508033
2010|41|00100I00|83.11|86.14|3.03|000I00508311
2010|41|00100I00|88.12|90.22|2.1|000I00508812
2010|41|00100I00|99.53|101.33|1.8|000I00509953
2010|41|00100I00|122.31|122.81|.5|000I00512234
2010|41|00100I00|124.14|124.47|.33|000I00512414
2010|41|00100I00|131.47|134.72|3.25|000I00513147
2010|41|00100I00|136.48|136.66|.18|000I00513648
2010|41|00100I00|137.15|138.36|1.21|000I00513736
2010|41|00100I00|139.97|140.53|.56|000I00513997
2010|41|00100I00|162.99|163.49|.5|000I00516299
2010|41|00100I00|172.41|172.71|.3|000I00517241
