IIT_INV_TYPE|IIT_ADMIN_UNIT|IIT_START_DATE|GRAPH_ID|GRAPH_PATH|GRAPH_NM|GRAPH_DESC
SNGR|S|24-MAR-2015|291|C:\USR\R2SIGN\SYM\R5-1.PNG|R5-1|DO NOT ENTER
SNGR|S|24-MAR-2015|292|C:\USR\R2SIGN\SYM\R5-1A.PNG|R5-1A|WRONG WAY
SNGR|S|24-MAR-2015|293|C:\USR\R2SIGN\SYM\R5-10A.PNG|R5-10A|SELECTIVE EXCLUSION
SNGR|S|24-MAR-2015|294|C:\USR\R2SIGN\SYM\R5-10B.PNG|R5-10B|SELECTIVE EXCLUSION
SNGR|S|24-MAR-2015|295|C:\USR\R2SIGN\SYM\R5-10C.PNG|R5-10C|SELECTIVE EXCLUSION
SNGR|S|24-MAR-2015|296|C:\USR\R2SIGN\SYM\R5-2.PNG|R5-2|SELECTIVE EXCLUSION/NO TRUCKS
SNGR|S|24-MAR-2015|297|C:\USR\R2SIGN\SYM\R5-3.PNG|R5-3|SELECTIVE EXCLUSION
SNGR|S|24-MAR-2015|298|C:\USR\R2SIGN\SYM\R5-4.PNG|R5-4|SELECTIVE EXCLUSION
SNGR|S|24-MAR-2015|299|C:\USR\R2SIGN\SYM\R5-5.PNG|R5-5|SELECTIVE EXCLUSION
SNGR|S|24-MAR-2015|300|C:\USR\R2SIGN\SYM\R5-6.PNG|R5-6|SELECTIVE EXCLUSION/NO BICYCLES
SNGR|S|24-MAR-2015|301|C:\USR\R2SIGN\SYM\R5-7.PNG|R5-7|SELECTIVE EXCLUSION
SNGR|S|24-MAR-2015|302|C:\USR\R2SIGN\SYM\R5-8.PNG|R5-8|SELECTIVE EXCLUSION
SNGR|S|24-MAR-2015|303|C:\USR\R2SIGN\SYM\R5-9.PNG|R5-9|WRONG WAY
SNGR|S|24-MAR-2015|304|C:\USR\R2SIGN\SYM\R6-1L.PNG|R6-1L|ONE WAY/LEFT
SNGR|S|24-MAR-2015|305|C:\USR\R2SIGN\SYM\R6-1R.PNG|R6-1R|ONE WAY/RIGHT
SNGR|S|24-MAR-2015|306|C:\USR\R2SIGN\SYM\R6-2R.PNG|R6-2R|ONE WAY/RIGHT
SNGR|S|24-MAR-2015|307|C:\USR\R2SIGN\SYM\R3-16.PNG|R3-16|BICYCLE PREFERENTIAL LANE
SNGR|S|24-MAR-2015|308|C:\USR\R2SIGN\SYM\R3-17.PNG|R3-17|BICYCLE PREFERENTIAL LANE
SNGR|S|24-MAR-2015|309|C:\USR\R2SIGN\SYM\R3-2.PNG|R3-2|NO LEFT TURN
SNGR|S|24-MAR-2015|310|C:\USR\R2SIGN\SYM\R6-3.PNG|R6-3|DIVIDED HIGHWAY CROSSING
SNGR|S|24-MAR-2015|311|C:\USR\R2SIGN\SYM\R6-3A.PNG|R6-3A|DIVIDED HIGHWAY CROSSING
SNGR|S|24-MAR-2015|312|C:\USR\R2SIGN\SYM\R7-1.PNG|R7-1|PARKING REGULATION
SNGR|S|24-MAR-2015|313|C:\USR\R2SIGN\SYM\R7-107.PNG|R7-107|PARKING REGULATION/BUS STOP
SNGR|S|24-MAR-2015|314|C:\USR\R2SIGN\SYM\R7-108.PNG|R7-108|PARKING REGULATION
SNGR|S|24-MAR-2015|315|C:\USR\R2SIGN\SYM\R7-201A.PNG|R7-201A|PARKING REGULATION/TOW-AWAY ZONE
SNGR|S|24-MAR-2015|316|C:\USR\R2SIGN\SYM\R7-3.PNG|R7-3|PARKING REGULATION
SNGR|S|24-MAR-2015|317|C:\USR\R2SIGN\SYM\R7-4.PNG|R7-4|PARKING REGULATION
SNGR|S|24-MAR-2015|318|C:\USR\R2SIGN\SYM\R7-5.PNG|R7-5|PARKING REGULATION
SNGR|S|24-MAR-2015|319|C:\USR\R2SIGN\SYM\R7-6.PNG|R7-6|PARKING REGULATION
SNGR|S|24-MAR-2015|320|C:\USR\R2SIGN\SYM\R7-8.PNG|R7-8|PARKING REGULATION/HANDICAPPED
SNGR|S|24-MAR-2015|321|C:\USR\R2SIGN\SYM\R8-1.PNG|R8-1|PARKING REGULATION
SNGR|S|24-MAR-2015|322|C:\USR\R2SIGN\SYM\R8-2.PNG|R8-2|PARKING REGULATION
SNGR|S|24-MAR-2015|323|C:\USR\R2SIGN\SYM\R8-3.PNG|R8-3|PARKING REGULATION
SNGR|S|24-MAR-2015|324|C:\USR\R2SIGN\SYM\R8-4.PNG|R8-4|EMERGENCY PARKING REGULATION
SNGR|S|24-MAR-2015|325|C:\USR\R2SIGN\SYM\R8-5.PNG|R8-5|EMERGENCY PARKING REGULATION
SNGR|S|24-MAR-2015|326|C:\USR\R2SIGN\SYM\R8-6.PNG|R8-6|EMERGENCY PARKING REGULATION
SNGR|S|24-MAR-2015|327|C:\USR\R2SIGN\SYM\R8-7.PNG|R8-7|EMERGENCY PARKING REGULATION
SNGR|S|24-MAR-2015|328|C:\USR\R2SIGN\SYM\W9-1.PNG|W9-1|RIGHT LANE ENDS
SNGR|S|24-MAR-2015|329|C:\USR\R2SIGN\SYM\R9-1.PNG|R9-1|PEDESTRIAN CONTROL
SNGR|S|24-MAR-2015|330|C:\USR\R2SIGN\SYM\R9-2.PNG|R9-2|PEDESTRIAN CROSSING
SNGR|S|24-MAR-2015|331|C:\USR\R2SIGN\SYM\R9-3.PNG|R9-3|PEDESTRIAN CROSSING
SNGR|S|24-MAR-2015|332|C:\USR\R2SIGN\SYM\R9-3A.PNG|R9-3A|NO PEDESTRIAN CROSSING
SNGR|S|24-MAR-2015|333|C:\USR\R2SIGN\SYM\R9-3BL.PNG|R9-3BL|PEDESTRIAN CROSSING/LEFT
SNGR|S|24-MAR-2015|334|C:\USR\R2SIGN\SYM\R9-3BR.PNG|R9-3BR|PEDESTRIAN CROSSING/RIGHT
SNGR|S|24-MAR-2015|335|C:\USR\R2SIGN\SYM\R9-4.PNG|R9-4|PEDESTRIAN CONTROL
SNGR|S|24-MAR-2015|336|C:\USR\R2SIGN\SYM\R9-4A.PNG|R9-4A|PEDESTRIAN CONTROL
SNGR|S|24-MAR-2015|337|C:\USR\R2SIGN\SYM\RA-010.PNG|RA-010|AIRPORT
SNGR|S|24-MAR-2015|338|C:\USR\R2SIGN\SYM\RA-020.PNG|RA-020|BUS ROUTE
SNGR|S|24-MAR-2015|339|C:\USR\R2SIGN\SYM\RA-030.PNG|RA-030|CAMPFIRE
SNGR|S|24-MAR-2015|340|C:\USR\R2SIGN\SYM\RA-040.PNG|RA-040|ELEVATOR
SNGR|S|24-MAR-2015|341|C:\USR\R2SIGN\SYM\RA-050.PNG|RA-050|KENNEL
SNGR|S|24-MAR-2015|342|C:\USR\R2SIGN\SYM\RA-060.PNG|RA-060|LAUNDRY
SNGR|S|24-MAR-2015|343|C:\USR\R2SIGN\SYM\RA-070.PNG|RA-070|LOCKER
SNGR|S|24-MAR-2015|344|C:\USR\R2SIGN\SYM\RA-080.PNG|RA-080|PARKING
SNGR|S|24-MAR-2015|345|C:\USR\R2SIGN\SYM\RA-090.PNG|RA-090|REST ROOM/MEN
SNGR|S|24-MAR-2015|346|C:\USR\R2SIGN\SYM\RA-100.PNG|RA-100|REST ROOM/WOMEN
SNGR|S|24-MAR-2015|347|C:\USR\R2SIGN\SYM\RG-010.PNG|RG-010|AUTOMOBILE AREA
SNGR|S|24-MAR-2015|348|C:\USR\R2SIGN\SYM\RA-110.PNG|RA-110|SHELTER/SLEEPING
SNGR|S|24-MAR-2015|349|C:\USR\R2SIGN\SYM\RA-120.PNG|RA-120|SHELTER/TRAIL
SNGR|S|24-MAR-2015|350|C:\USR\R2SIGN\SYM\RA-130.PNG|RA-130|SHOWER
SNGR|S|24-MAR-2015|351|C:\USR\R2SIGN\SYM\RG-020.PNG|RG-020|BEAR VIEWING AREA
SNGR|S|24-MAR-2015|352|C:\USR\R2SIGN\SYM\RG-030.PNG|RG-030|DAM
SNGR|S|24-MAR-2015|353|C:\USR\R2SIGN\SYM\RG-040.PNG|RG-040|DEER VIEWING AREA
SNGR|S|24-MAR-2015|354|C:\USR\R2SIGN\SYM\RG-050.PNG|RG-050|DRINKING WATER
SNGR|S|24-MAR-2015|355|C:\USR\R2SIGN\SYM\RG-060.PNG|RG-060|ENVIRONMENTAL STUDY AREA
SNGR|S|24-MAR-2015|356|C:\USR\R2SIGN\SYM\RG-070.PNG|RG-070|FALLING ROCK AREA
SNGR|S|24-MAR-2015|357|C:\USR\R2SIGN\SYM\RG-080.PNG|RG-080|FIREARMS
SNGR|S|24-MAR-2015|358|C:\USR\R2SIGN\SYM\RG-090.PNG|RG-090|FISH HATCHERY
SNGR|S|24-MAR-2015|359|C:\USR\R2SIGN\SYM\RG-100.PNG|RG-100|INFORMATION
SNGR|S|24-MAR-2015|360|C:\USR\R2SIGN\SYM\RG-110.PNG|RG-110|LEASHED PETS
SNGR|S|24-MAR-2015|361|C:\USR\R2SIGN\SYM\RG-120.PNG|RG-120|LIGHTHOUSE
SNGR|S|24-MAR-2015|362|C:\USR\R2SIGN\SYM\RG-130.PNG|RG-130|LITTER CONTAINER
SNGR|S|24-MAR-2015|363|C:\USR\R2SIGN\SYM\RG-140.PNG|RG-140|LOOKOUT TOWER
SNGR|S|24-MAR-2015|364|C:\USR\R2SIGN\SYM\RG-160.PNG|RG-160|POINT OF INTEREST
SNGR|S|24-MAR-2015|365|C:\USR\R2SIGN\SYM\RG-170.PNG|RG-170|RANGER STATION
SNGR|S|24-MAR-2015|366|C:\USR\R2SIGN\SYM\RG-180.PNG|RG-180|SMOKING AREA
SNGR|S|24-MAR-2015|367|C:\USR\R2SIGN\SYM\RG-190.PNG|RG-190|TRUCK ROUTE
SNGR|S|24-MAR-2015|368|C:\USR\R2SIGN\SYM\RG-200.PNG|RG-200|TUNNEL
SNGR|S|24-MAR-2015|369|C:\USR\R2SIGN\SYM\RL-010.PNG|RL-010|AMPHITHEATER
SNGR|S|24-MAR-2015|370|C:\USR\R2SIGN\SYM\RL-020.PNG|RL-020|CLIMBING
SNGR|S|24-MAR-2015|371|C:\USR\R2SIGN\SYM\RL-030.PNG|RL-030|ROCK CLIMBING
SNGR|S|24-MAR-2015|372|C:\USR\R2SIGN\SYM\RL-040.PNG|RL-040|HUNTING
SNGR|S|24-MAR-2015|373|C:\USR\R2SIGN\SYM\RL-050.PNG|RL-050|PLAYGROUND
SNGR|S|24-MAR-2015|374|C:\USR\R2SIGN\SYM\RL-060.PNG|RL-060|ROCK COLLECTING
SNGR|S|24-MAR-2015|375|C:\USR\R2SIGN\SYM\RL-070.PNG|RL-070|SPELUNKING
SNGR|S|24-MAR-2015|376|C:\USR\R2SIGN\SYM\RL-080.PNG|RL-080|STABLE
SNGR|S|24-MAR-2015|377|C:\USR\R2SIGN\SYM\RL-090.PNG|RL-090|BICYCLE TRAIL
SNGR|S|24-MAR-2015|378|C:\USR\R2SIGN\SYM\RL-100.PNG|RL-100|HIKING TRAIL
SNGR|S|24-MAR-2015|379|C:\USR\R2SIGN\SYM\RL-110.PNG|RL-110|HORSE TRAIL
SNGR|S|24-MAR-2015|380|C:\USR\R2SIGN\SYM\RL-120.PNG|RL-120|AUTOMOBILE TRAIL (INTERPRETIVE)
SNGR|S|24-MAR-2015|381|C:\USR\R2SIGN\SYM\RL-130.PNG|RL-130|PEDESTRIAN TRAIL (INTERPRETIVE)
SNGR|S|24-MAR-2015|382|C:\USR\R2SIGN\SYM\RL-140.PNG|RL-140|RECREATION VEHICLE TRAIL
SNGR|S|24-MAR-2015|383|C:\USR\R2SIGN\SYM\RL-150.PNG|RL-150|MOTORCYCLE TRAIL
SNGR|S|24-MAR-2015|384|C:\USR\R2SIGN\SYM\RL-160.PNG|RL-160|TRAMWAY
SNGR|S|24-MAR-2015|385|C:\USR\R2SIGN\SYM\RM-010.PNG|RM-010|CAMPING TENT
SNGR|S|24-MAR-2015|386|C:\USR\R2SIGN\SYM\RM-020.PNG|RM-020|CAMPING TRAILER
SNGR|S|24-MAR-2015|387|C:\USR\R2SIGN\SYM\RM-030.PNG|RM-030|FERRY
SNGR|S|24-MAR-2015|388|C:\USR\R2SIGN\SYM\RM-040.PNG|RM-040|FIRST AID
SNGR|S|24-MAR-2015|389|C:\USR\R2SIGN\SYM\RM-050.PNG|RM-050|FOOD
SNGR|S|24-MAR-2015|390|C:\USR\R2SIGN\SYM\RM-060.PNG|RM-060|FUEL
SNGR|S|24-MAR-2015|391|C:\USR\R2SIGN\SYM\RM-070.PNG|RM-070|GROCERY STORE
SNGR|S|24-MAR-2015|392|C:\USR\R2SIGN\SYM\RM-080.PNG|RM-080|HANDICAPPED ACCESS
SNGR|S|24-MAR-2015|393|C:\USR\R2SIGN\SYM\RM-090.PNG|RM-090|LODGING
SNGR|S|24-MAR-2015|394|C:\USR\R2SIGN\SYM\RM-100.PNG|RM-100|MECHANIC
SNGR|S|24-MAR-2015|395|C:\USR\R2SIGN\SYM\RM-110.PNG|RM-110|POST OFFICE
SNGR|S|24-MAR-2015|396|C:\USR\R2SIGN\SYM\RM-120.PNG|RM-120|PICNIC AREA
SNGR|S|24-MAR-2015|397|C:\USR\R2SIGN\SYM\RM-130.PNG|RM-130|PICNIC SHELTER
SNGR|S|24-MAR-2015|398|C:\USR\R2SIGN\SYM\RM-140.PNG|RM-140|REST ROOMS
SNGR|S|24-MAR-2015|399|C:\USR\R2SIGN\SYM\RM-150.PNG|RM-150|TELEPHONE
SNGR|S|24-MAR-2015|400|C:\USR\R2SIGN\SYM\RM-160.PNG|RM-160|TRAILER SANITARY STATION
SNGR|S|24-MAR-2015|401|C:\USR\R2SIGN\SYM\RM-170.PNG|RM-170|PHOTOGRAPH AREA
SNGR|S|24-MAR-2015|402|C:\USR\R2SIGN\SYM\RS-010.PNG|RS-010|ICE SKATING AREA
SNGR|S|24-MAR-2015|403|C:\USR\R2SIGN\SYM\RS-020.PNG|RS-020|SKI JUMPING AREA
SNGR|S|24-MAR-2015|404|C:\USR\R2SIGN\SYM\RS-030.PNG|RS-030|SKIING AREA (BOBBING)
SNGR|S|24-MAR-2015|405|C:\USR\R2SIGN\SYM\RS-040.PNG|RS-040|SKIING AREA (CROSS COUNTRY)
SNGR|S|24-MAR-2015|406|C:\USR\R2SIGN\SYM\RS-050.PNG|RS-050|SKIING AREA (DOWNHILL)
SNGR|S|24-MAR-2015|407|C:\USR\R2SIGN\SYM\RS-060.PNG|RS-060|SLEDDING AREA
SNGR|S|24-MAR-2015|408|C:\USR\R2SIGN\SYM\RS-070.PNG|RS-070|SNOWMOBILE AREA
SNGR|S|24-MAR-2015|409|C:\USR\R2SIGN\SYM\RS-080.PNG|RS-080|SNOWSHOE AREA
SNGR|S|24-MAR-2015|410|C:\USR\R2SIGN\SYM\RS-090.PNG|RS-090|WINTER RECREATION AREA
SNGR|S|24-MAR-2015|411|C:\USR\R2SIGN\SYM\RW-010.PNG|RW-010|BOATING TOURS (INTERPRETIVE)
SNGR|S|24-MAR-2015|412|C:\USR\R2SIGN\SYM\RW-020.PNG|RW-020|CANOEING AREA
SNGR|S|24-MAR-2015|413|C:\USR\R2SIGN\SYM\RW-030.PNG|RW-030|SWIMMING AREA (DIVING)
SNGR|S|24-MAR-2015|414|C:\USR\R2SIGN\SYM\RW-040.PNG|RW-040|SCUBA DIVING AREA
SNGR|S|24-MAR-2015|415|C:\USR\R2SIGN\SYM\RW-050.PNG|RW-050|FISHING AREA
SNGR|S|24-MAR-2015|416|C:\USR\R2SIGN\SYM\RW-060.PNG|RW-060|MARINA
SNGR|S|24-MAR-2015|417|C:\USR\R2SIGN\SYM\RW-070.PNG|RW-070|BOATING AREA
SNGR|S|24-MAR-2015|418|C:\USR\R2SIGN\SYM\RW-080.PNG|RW-080|BOAT LAUNCH
SNGR|S|24-MAR-2015|419|C:\USR\R2SIGN\SYM\RW-090.PNG|RW-090|ROWBOAT AREA
SNGR|S|24-MAR-2015|420|C:\USR\R2SIGN\SYM\RW-100.PNG|RW-100|SAILBOAT AREA
SNGR|S|24-MAR-2015|421|C:\USR\R2SIGN\SYM\RW-110.PNG|RW-110|WATERSKIING AREA
SNGR|S|24-MAR-2015|422|C:\USR\R2SIGN\SYM\RW-120.PNG|RW-120|SURFING AREA
SNGR|S|24-MAR-2015|423|C:\USR\R2SIGN\SYM\RW-130.PNG|RW-130|SWIMMING AREA
SNGR|S|24-MAR-2015|424|C:\USR\R2SIGN\SYM\RW-140.PNG|RW-140|WADING AREA
SNGR|S|24-MAR-2015|425|C:\USR\R2SIGN\SYM\S3-1.PNG|S3-1|SCHOOL BUS STOP AHEAD
SNGR|S|24-MAR-2015|426|C:\USR\R2SIGN\SYM\W1-1L.PNG|W1-1L|LEFT TURN
SNGR|S|24-MAR-2015|427|C:\USR\R2SIGN\SYM\W1-1R.PNG|W1-1R|RIGHT TURN
SNGR|S|24-MAR-2015|428|C:\USR\R2SIGN\SYM\W1-2L.PNG|W1-2L|LEFT CURVE
SNGR|S|24-MAR-2015|429|C:\USR\R2SIGN\SYM\W1-2R.PNG|W1-2R|RIGHT CURVE
SNGR|S|24-MAR-2015|430|C:\USR\R2SIGN\SYM\W1-3R.PNG|W1-3R|RIGHT REVERSE TURN
SNGR|S|24-MAR-2015|431|C:\USR\R2SIGN\SYM\W1-3L.PNG|W1-3L|LEFT REVERSE TURN
SNGR|S|24-MAR-2015|432|C:\USR\R2SIGN\SYM\W1-4R.PNG|W1-4R|RIGHT REVERSE CURVE
SNGR|S|24-MAR-2015|433|C:\USR\R2SIGN\SYM\W1-4L.PNG|W1-4L|LEFT REVERSE CURVE
SNGR|S|24-MAR-2015|434|C:\USR\R2SIGN\SYM\W1-5L.PNG|W1-5L|WINDING ROAD
SNGR|S|24-MAR-2015|435|C:\USR\R2SIGN\SYM\W1-5R.PNG|W1-5R|WINDING ROAD
SNGR|S|24-MAR-2015|436|C:\USR\R2SIGN\SYM\W1-6.PNG|W1-6|LARGE ARROW
SNGR|S|24-MAR-2015|437|C:\USR\R2SIGN\SYM\W11-1.PNG|W11-1|ADVANCE BICYCLE CROSSING
SNGR|S|24-MAR-2015|438|C:\USR\R2SIGN\SYM\W11-3.PNG|W11-3|ADVANCE DEER CROSSING
SNGR|S|24-MAR-2015|439|C:\USR\R2SIGN\SYM\W11-4.PNG|W11-4|ADVANCE CATTLE CROSSING
SNGR|S|24-MAR-2015|440|C:\USR\R2SIGN\SYM\W11-5.PNG|W11-5|ADVANCE FARM MACHINERY CROSSING
SNGR|S|24-MAR-2015|441|C:\USR\R2SIGN\SYM\W11-6.PNG|W11-6|ADVANCE SNOWMOBILE CROSSING
SNGR|S|24-MAR-2015|442|C:\USR\R2SIGN\SYM\W12-2.PNG|W12-2|LOW CLEARANCE
SNGR|S|24-MAR-2015|443|C:\USR\R2SIGN\SYM\W13-2.PNG|W13-2|ADVISORY EXIT SPEED
SNGR|S|24-MAR-2015|444|C:\USR\R2SIGN\SYM\W13-3.PNG|W13-3|ADVISORY EXIT SPEED
SNGR|S|24-MAR-2015|445|C:\USR\R2SIGN\SYM\W14-1.PNG|W14-1|DEAD END
SNGR|S|24-MAR-2015|446|C:\USR\R2SIGN\SYM\W14-1P.PNG|W14-1P|DEAD END
SNGR|S|24-MAR-2015|447|C:\USR\R2SIGN\SYM\W14-2P.PNG|W14-2P|NO OULET
SNGR|S|24-MAR-2015|448|C:\USR\R2SIGN\SYM\W14-2.PNG|W14-2|NO OUTLET
SNGR|S|24-MAR-2015|449|C:\USR\R2SIGN\SYM\W14-4.PNG|W14-4|LIMITED SIGHT DISTANCE
SNGR|S|24-MAR-2015|450|C:\USR\R2SIGN\SYM\W15-1.PNG|W15-1|PLAYGROUND
SNGR|S|24-MAR-2015|451|C:\USR\R2SIGN\SYM\W2-1.PNG|W2-1|CROSS ROAD
SNGR|S|24-MAR-2015|452|C:\USR\R2SIGN\SYM\W3-2A.PNG|W3-2A|YIELD AHEAD
SNGR|S|24-MAR-2015|453|C:\USR\R2SIGN\SYM\W3-3.PNG|W3-3|SIGNAL AHEAD
SNGR|S|24-MAR-2015|454|C:\USR\R2SIGN\SYM\W4-1.PNG|W4-1|MERGE
SNGR|S|24-MAR-2015|455|C:\USR\R2SIGN\SYM\W4-2.PNG|W4-2|LANE REDUCTION TRANSITION
SNGR|S|24-MAR-2015|456|C:\USR\R2SIGN\SYM\W4-3.PNG|W4-3|ADDED LANE
SNGR|S|24-MAR-2015|457|C:\USR\R2SIGN\SYM\W5-1.PNG|W5-1|ROAD NARROWS
SNGR|S|24-MAR-2015|458|C:\USR\R2SIGN\SYM\W5-3.PNG|W5-3|ONE LANE BRIDGE
SNGR|S|24-MAR-2015|459|C:\USR\R2SIGN\SYM\W5-2A.PNG|W5-2A|NARROW BRIDGE
SNGR|S|24-MAR-2015|460|C:\USR\R2SIGN\SYM\W6-1.PNG|W6-1|DIVIDED HIGHWAY
SNGR|S|24-MAR-2015|461|C:\USR\R2SIGN\SYM\W6-2.PNG|W6-2|DIVIDED HIGHWAY ENDS
SNGR|S|24-MAR-2015|462|C:\USR\R2SIGN\SYM\W6-3.PNG|W6-3|TWO-WAY TRAFFIC
SNGR|S|24-MAR-2015|463|C:\USR\R2SIGN\SYM\W7-1.PNG|W7-1|HILL
SNGR|S|24-MAR-2015|464|C:\USR\R2SIGN\SYM\W7-1A.PNG|W7-1A|HILL
SNGR|S|24-MAR-2015|465|C:\USR\R2SIGN\SYM\W7-2.PNG|W7-2|HILL (SUPPLEMENTAL PLAQUE)
SNGR|S|24-MAR-2015|466|C:\USR\R2SIGN\SYM\W7-2B.PNG|W7-2B|HILL (SUPPLEMENTAL PLAQUE)
SNGR|S|24-MAR-2015|467|C:\USR\R2SIGN\SYM\W7-3.PNG|W7-3|HILL (SUPPLEMENTAL PLAQUE)
SNGR|S|24-MAR-2015|468|C:\USR\R2SIGN\SYM\W7-3A.PNG|W7-3A|HILL (SUPPLEMENTAL PLAQUE)
SNGR|S|24-MAR-2015|469|C:\USR\R2SIGN\SYM\W7-3B.PNG|W7-3B|HILL (SUPPLEMENTAL PLAQUE)
SNGR|S|24-MAR-2015|470|C:\USR\R2SIGN\SYM\W7-4.PNG|W7-4|RUNAWAY TRUCK RAMP
SNGR|S|24-MAR-2015|471|C:\USR\R2SIGN\SYM\W7-4A.PNG|W7-4A|RUNAWAY TRUCK RAMP
SNGR|S|24-MAR-2015|472|C:\USR\R2SIGN\SYM\W8-1.PNG|W8-1|BUMP
SNGR|S|24-MAR-2015|473|C:\USR\R2SIGN\SYM\W8-2.PNG|W8-2|DIP
SNGR|S|24-MAR-2015|474|C:\USR\R2SIGN\SYM\W8-3.PNG|W8-3|PAVEMENT ENDS
SNGR|S|24-MAR-2015|475|C:\USR\R2SIGN\SYM\W8-3A.PNG|W8-3A|PAVEMENT ENDS
SNGR|S|24-MAR-2015|476|C:\USR\R2SIGN\SYM\W8-4.PNG|W8-4|SOFT SHOULDER
SNGR|S|24-MAR-2015|477|C:\USR\R2SIGN\SYM\W8-5.PNG|W8-5|SLIPPERY WHEN WET
SNGR|S|24-MAR-2015|478|C:\USR\R2SIGN\SYM\W8-6.PNG|W8-6|TRUCK CROSSING
SNGR|S|24-MAR-2015|479|C:\USR\R2SIGN\SYM\W8-7.PNG|W8-7|LOOSE GRAVEL
SNGR|S|24-MAR-2015|480|C:\USR\R2SIGN\SYM\W8-8.PNG|W8-8|ROUGH ROAD
SNGR|S|24-MAR-2015|481|C:\USR\R2SIGN\SYM\W8-9.PNG|W8-9|LOW SHOULDER
SNGR|S|24-MAR-2015|482|C:\USR\R2SIGN\SYM\W9-2.PNG|W9-2|LANE ENDS MERGE LEFT
SNGR|S|24-MAR-2015|483|C:\USR\R2SIGN\SYM\D9-1A.PNG|D9-1A|TELEPHONE
SNGR|S|24-MAR-2015|484|C:\USR\R2SIGN\SYM\D9-1B.PNG|D9-1B|ADVANCE TELEPHONE
SNGR|S|24-MAR-2015|485|C:\USR\R2SIGN\SYM\G20-2A.PNG|G20-2A|END ROAD WORK
SNGR|S|24-MAR-2015|486|C:\USR\R2SIGN\SYM\M1-8.PNG|M1-8|BICYCLE ROUTE MARKER
SNGR|S|24-MAR-2015|487|C:\USR\R2SIGN\SYM\M1-9.PNG|M1-9|BICYCLE INTERSTATE MARKER
SNGR|S|24-MAR-2015|488|C:\USR\R2SIGN\SYM\M4-10L.PNG|M4-10L|DETOUR ARROW LEFT
SNGR|S|24-MAR-2015|489|C:\USR\R2SIGN\SYM\M4-10R.PNG|M4-10R|DETOUR ARROW RIGHT
SNGR|S|24-MAR-2015|490|C:\USR\R2SIGN\SYM\M4-11.PNG|M4-11|SUPPLEMENTAL PLAQUE
SNGR|S|24-MAR-2015|491|C:\USR\R2SIGN\SYM\M4-12.PNG|M4-12|SUPPLEMENTAL PLAQUE
SNGR|S|24-MAR-2015|492|C:\USR\R2SIGN\SYM\M4-13.PNG|M4-13|SUPPLEMENTAL PLAQUE
SNGR|S|24-MAR-2015|493|C:\USR\R2SIGN\SYM\M7-1.PNG|M7-1|BICYCLE DIRECTIONAL ARROW
SNGR|S|24-MAR-2015|494|C:\USR\R2SIGN\SYM\M7-2.PNG|M7-2|BICYCLE DIRECTIONAL ARROW
SNGR|S|24-MAR-2015|495|C:\USR\R2SIGN\SYM\M7-3.PNG|M7-3|BICYCLE DIRECTIONAL ARROWS
SNGR|S|24-MAR-2015|496|C:\USR\R2SIGN\SYM\M7-4.PNG|M7-4|BICYCLE DIRECTIONAL ARROW
SNGR|S|24-MAR-2015|497|C:\USR\R2SIGN\SYM\M7-5.PNG|M7-5|BICYCLE DIRECTIONAL ARROWS
SNGR|S|24-MAR-2015|498|C:\USR\R2SIGN\SYM\M7-6.PNG|M7-6|BICYCLE DIRECTIONAL ARROWS
SNGR|S|24-MAR-2015|499|C:\USR\R2SIGN\SYM\M7-7.PNG|M7-7|BICYCLE DIRECTIONAL ARROWS
SNGR|S|24-MAR-2015|502|C:\USR\R2SIGN\SYM\R10-3A.PNG|R10-3A|PEDESTRIAN ACTUATED SIGNAL
SNGR|S|24-MAR-2015|503|C:\USR\R2SIGN\SYM\R10-4A.PNG|R10-4A|PEDESTRIAN ACTUATED SIGNAL
SNGR|S|24-MAR-2015|504|C:\USR\R2SIGN\SYM\R10-6A.PNG|R10-6A|STOP HERE ON RED
SNGR|S|24-MAR-2015|505|C:\USR\R2SIGN\SYM\R11-3A.PNG|R11-3A|ROAD CLOSED/LOCAL TRAFFIC ONLY
SNGR|S|24-MAR-2015|506|C:\USR\R2SIGN\SYM\R11-3B.PNG|R11-3B|BRIDGE OUT/LOCAL TRAFFIC ONLY
SNGR|S|24-MAR-2015|507|C:\USR\R2SIGN\SYM\R15-1.PNG|R15-1|RAILROAD CROSSING
SNGR|S|24-MAR-2015|508|C:\USR\R2SIGN\SYM\R15-2.PNG|R15-2|RAILROAD CROSSING SUPPLEMENTAL PLAQUE
SNGR|S|24-MAR-2015|509|C:\USR\R2SIGN\SYM\R15-3.PNG|R15-3|RAILROAD CROSSING SUPPLEMENTAL PLAQUE
SNGR|S|24-MAR-2015|510|C:\USR\R2SIGN\SYM\R7-2.PNG|R7-2|PARKING REGULATION
SNGR|S|24-MAR-2015|511|C:\USR\R2SIGN\SYM\R7-9.PNG|R7-9|PARKING REGULATION/BIKE LANE
SNGR|S|24-MAR-2015|512|C:\USR\R2SIGN\SYM\R7-9A.PNG|R7-9A|PARKING REGULATION/BIKE LANE
SNGR|S|24-MAR-2015|513|C:\USR\R2SIGN\SYM\R7-200.PNG|R7-200|PARKING REGULATION
SNGR|S|24-MAR-2015|514|C:\USR\R2SIGN\SYM\R7-202.PNG|R7-202|PARKING REGULATION
SNGR|S|24-MAR-2015|515|C:\USR\R2SIGN\SYM\R8-8.PNG|R8-8|EMERGENCY PARKING REGULATION
